22:22	after stepping down as chancellor , schrder accepted a post as the head of the shareholders ' committee in a russian-led consortium , controlled by gazprom , building a gas pipeline under the baltic sea to supply russian gas directly to germany without transit through poland , ukraine or the baltic countries .	N/A	after stepping down as chancellor , schrder accepted a post as the head of the shareholders ' committee in a russian-led consortium , controlled by gazprom , building the north european gas pipeline under the baltic sea to supply russian gas directly to germany without transit through poland , ukraine or the baltic countries .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-31 30-32 31-33 32-34 33-35 34-36 35-37 36-38 37-39 38-40 39-41 40-42 41-43 42-44 43-45 44-46 45-47 46-48 47-49 48-50 49-51 50-52 51-53 52-54		
23:23	the national museum of american jewish history is a museum in center city philadelphia , located just nearby the city 's main historical attractions independence hall and liberty bell within the independence national historical park .	N/A	the national museum of american jewish history is a museum in center city philadelphia , located on independence mall within the independence national historical park .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 24-17 25-18 29-19 30-20 31-21 32-22 33-23 34-24 35-25		
24:24	coldplay received permission from the electronica band kraftwerk to use the main riff from their song `` computer love '' for `` talk '' , replacing kraftwerk 's synthesizers with guitars and at the same time creating a completely different song .	N/A	coldplay received permission from the electronica band kraftwerk to use the main riff from their song `` computer love '' for `` talk '' , replacing kraftwerk 's synthesizers with guitars .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 41-31		
25:25	one of the branch meetings was scheduled to take place on yom kippur , the holiest day of the jewish calendar .	N/A	one of the branch meetings was on yom kippur , the holiest day of the jewish calendar .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17		
26:26	when laterality of the atlanto-occipital joint is present , it contributes to an adaptational imbalance in the head/neck region that translate into postural disturbances throughout the whole body .	N/A	instability of the atlanto-occipital joint predisposes people to an adaptational imbalance in the head/neck region .	N/A	1	1	1-0 2-1 3-2 4-3 5-4 10-5 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 28-15		
27:27	the jurist dias pointed out that that is false , since rights and duties are jural correlatives .	N/A	the jurist dias pointed out that that rights and duties are jural correlatives .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13		
28:28	therefore , while the expressions `` god the father '' , `` god the son '' , and `` god the holy spirit '' , especially when used together , could be thought to contain a whiff of modalism , these terms should rather in their legitimate use be understood as neither ( a ) suppressing the uniqueness and distinct existence of each of the three hypostases , nor ( b ) as reducing the difference among the three to mere `` masks '' ( greek prosopa , latina personae ) of the one god ( the error of modalism ) , nor ( c ) as minimizing the unique monarchy of the father .	N/A	therefore , while the expressions `` god the father '' , `` god the son '' , and `` god the holy spirit '' , especially when used together , could be thought to contain a whiff of modalism , these terms should rather in their legitimate use be understood as neither ( a ) suppressing the uniqueness and distinct existence of each of the three hypostases , nor ( b ) as reducing the difference among the three to mere `` masks '' ( greek prosopa , latina personae ) of the one god ( as opposed to modalism ) , nor ( c ) as minimizing the unique monarchy of the father .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42 43-43 44-44 45-45 46-46 47-47 48-48 49-49 50-50 51-51 52-52 53-53 54-54 55-55 56-56 57-57 58-58 59-59 60-60 61-61 62-62 63-63 64-64 65-65 66-66 67-67 68-68 69-69 70-70 71-71 72-72 73-73 74-74 75-75 76-76 77-77 78-78 79-79 80-80 81-81 82-82 83-83 84-84 85-85 86-86 87-87 88-88 89-89 90-90 91-91 92-92 93-93 94-94 95-95 99-99 100-100 101-101 102-102 103-103 104-104 105-105 106-106 107-107 108-108 109-109 110-110 111-111 112-112 113-113 114-114		
29:29	among locane 's film roles , she played johnny depp 's love interest in john waters 's 1990 cult-classic film cry-baby .	N/A	among locane 's film roles , she played johnny depp 's love interest in john waters 's 1990 film cry-baby .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 19-18 20-19 21-20		
30:30	another factor affecting this is the proximity of both turku , the region 's administrative centre and largest city , and of the beautiful archipelago .	N/A	another factor affecting this is the proximity of both turku , the region 's administrative centre and largest city , and of the archipelago .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 24-23 25-24		
31:31	much to the chagrin of his fans , hawkeye will soon appear as a psp exclusive character in the upcoming marvel ultimate alliance .	N/A	hawkeye will soon appear as a psp exclusive character in the upcoming marvel ultimate alliance .	N/A	1	1	8-0 9-1 10-2 11-3 12-4 13-5 14-6 15-7 16-8 17-9 18-10 19-11 20-12 21-13 22-14 23-15		
32:32	at that time the new republic criticized moon for appointing his own children and in-laws to leadership positions in the church and related businesses , for misusing the church for personal gain at the expense of his own followers , and for making millions by the selling of trinkets that were said to cause the liberation of customers ' ancestors from hell .	N/A	at that time the new republic criticized moon for appointing his own children and in-laws to leadership positions in the church and related businesses , for misusing the church for personal gain at the expense of his own followers , and for making millions by the selling of objects that were said to cause the liberation of customers ' ancestors from hell .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42 43-43 44-44 45-45 46-46 47-47 48-48 49-49 50-50 51-51 52-52 53-53 54-54 55-55 56-56 57-57 58-58 59-59 60-60 61-61 62-62		
33:33	identified as a `` legal arm of the gun rights lobby '' the second amendment foundation has been victorious , and is currently engaged in multiple lawsuits defending second amendment rights .	N/A	the second amendment foundation has been victorious , and is currently engaged in multiple lawsuits defending second amendment rights .	N/A	1	1	12-0 13-1 14-2 15-3 16-4 17-5 18-6 19-7 20-8 21-9 22-10 23-11 24-12 25-13 26-14 27-15 28-16 29-17 30-18 31-19		
34:34	so the modern-day call of the politico-religious right for a homogeneous islam is a new invention , and not at all fundamental .	N/A	the documentary asserts that the modern-day call of the politico-religious right for a homogeneous islam is a new invention , and not at all fundamental .	N/A	1	1	1-4 2-5 3-6 4-7 5-8 6-9 7-10 8-11 9-12 10-13 11-14 12-15 13-16 14-17 15-18 16-19 17-20 18-21 19-22 20-23 21-24 22-25		
35:35	ydokomuna ( polish neologism for `` judeo-communism '' or `` judeo-bolshevism '' ) is a pejorative term expressing antisemitism , stereotyping and blaming jews for communism in poland .	N/A	ydokomuna ( polish neologism for `` judeo-communism '' or `` judeo-bolshevism '' ) is a pejorative term used to express antisemitic stereotype blaming jews for advocating , introducing , and running communism in poland .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 17-18 17-19 18-20 20-21 22-22 23-23 24-24 25-31 26-32 27-33 28-34		
36:36	world war one casualties , unsurprisingly , are throughout the graveyard , and two of them are `` known only to god '' .	N/A	world war one casualties are throughout the graveyard , and two of them are `` known only to god '' .	N/A	1	1	0-0 1-1 2-2 3-3 7-4 8-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20		
37:37	less sophisticated believers in biblical inerrancy may fail to allow for the possibility of transcription errors or translation errors .	N/A	some believers in biblical inerrancy do n't allow for the possibility of transcription errors or translation errors .	N/A	1	1	2-1 3-2 4-3 5-4 7-5 7-6 8-5 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17		
38:38	after first meeting in 1975 , norris was in a long-term romantic relationship with israeli activist ezra nawi for a number of years until 1985 .	N/A	after first meeting in 1975 , norris was in a long-term relationship with israeli activist ezra nawi for a number of years until 1985 .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24		
39:39	a vulgarism in english usage is different from profanity , which may be called `` vulgar language , '' confusing the issue .	N/A	although most dictionaries offer `` obscene word or language '' as a definition for vulgarism , other have insisted that a vulgarism in english usage is different from profanity .	N/A	1	1	0-20 1-21 2-22 3-23 4-24 5-25 6-26 7-27 8-28 14-4 15-14 16-8 18-9 22-29		
40:40	fighting antisemitism in the russian state duma	N/A	statement of ucsj on alleged antisemitism in the russian state duma	N/A	1	1	1-5 2-6 3-7 4-8 5-9 6-10		
41:41	hovever cs can and is used against it 's own citizens by local police forces without restriction , certainly in pittsburgh .	N/A	however cs can and is used against it 's own citizens by local police forces without restriction .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 21-17		
42:42	for example , it has never been given to an individual player in soccer or to any player of cricket .	N/A	the award has not been given to an individual player in soccer or to any cricket player .	N/A	1	1	3-0 3-1 4-2 5-3 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-16 18-15 19-15 20-17		
43:43	after declaring independence from russia on 24 january 1918 , the romanian dominated `` sfatul rii '' voted for union with romania on 9 april 1918 : of the 148 deputies , 86 voted for union , 3 against , 36 abstained ( mostly the deputies representing the minorities , 36 % at the time ) and 13 were not present .	N/A	after declaring independence from russia on 24 january 1918 , `` sfatul rii '' voted for union with romania on 9 april 1918 : of the 138 deputies , 86 voted for union , 3 against , 36 abstained ( mostly the deputies representing the minorities , 36 % at the time ) and 13 were not present .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 26-23 27-24 28-25 29-26 30-27 31-28 32-29 33-30 34-31 35-32 36-33 37-34 38-35 39-36 40-37 41-38 42-39 43-40 44-41 45-42 46-43 47-44 48-45 49-46 50-47 51-48 52-49 53-50 54-51 55-52 56-53 57-54 58-55 59-56 60-57 61-58		
44:44	in february 2004 , the country suffered a coup d'tat which saw the removal and exile of president jean-bertrand aristide ; breaking with the haitian constitution a `` council of the wise '' was set up by the international powers to choose a new prime minister .	N/A	in february 2004 , the country experienced a coup d'tat which saw the removal and exile of president jean-bertrand aristide ; breaking with the haitian constitution a `` council of the wise '' was set up by the international powers to choose a new prime minister .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42 43-43 44-44 45-45 46-46		
45:45	its name is also synonymous with the islamic prophet muhammad 's ascent into heaven .	N/A	its name is also synonymous with muhammad 's ascent into heaven .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 9-6 10-7 11-8 12-9 13-10 14-11		
46:46	these conditions reduce purchasing power in a price system , which makes that system ultimately untenable in a technological society .	N/A	these conditions reduce purchasing power in a price system , which makes that system ultimately untenable in a technological society , or so goes that argument .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-26		
47:47	he added that marathi people of border region are not able to live with honour and dignity under karnataka 's rule pointing out to the 'unconstitutional ' dissolution of belgaum municipal council and manhandling of belgaum mayor by kannada fanatics at bangalore .	N/A	he added that marathi people of border region are not able to live with honour and dignity under karnataka 's rule pointing out to the 'unconstitutional ' dissolution of belgaum municipal council and manhandling of belgaum mayor by kannada activists at bangalore .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42		
48:48	the world passport is a bogus travel document issued by the world service authority , a non-profit organization founded by garry davis in 1954 , citing article 13 , section 2 , of the universal declaration of human rights .	N/A	the world passport is a fantasy travel document issued by the world service authority , a non-profit organization founded by garry davis in 1954 , citing article 13 , section 2 , of the universal declaration of human rights .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39		
49:49	with the origin of writing , the historical record is likely to be more biased towards less democratic societies because of the advantages associated with a strong central government .	N/A	because it is based on writing , the historical record is likely to be biased towards less democratic societies because of the advantages associated with a strong central government .	N/A	1	1	0-0 1-3 1-4 2-3 2-4 3-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29		
50:50	though he was not voted pro-bowl mvp , smith led all qbs in yards , tied for most tds , and led the game winning touchdown drive , connecting with demarco murray of the dallas cowboys to win the game , 22-21 for jerry rice 's team over deion sander 's team .	N/A	in the game , smith led all qbs in yards , tied for most tds , and led the game winning touchdown drive , connecting with demarco murray of the dallas cowboys to win the game , 22-21 for jerry rice 's team over deion sander 's team .	N/A	1	1	7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 28-24 29-25 30-26 31-27 32-28 33-29 34-30 35-31 36-32 37-33 38-34 39-35 40-36 41-37 42-38 43-39 44-40 45-41 46-42 47-43 48-44 49-45 50-46 51-47 52-48		
51:51	michael `` the miz '' mizanin ( born october 8 , 1980 ) is a terriblly x-pac heat american professional wrestler working for world wrestling entertainment on its smackdown !	N/A	michael `` the miz '' mizanin ( born october 8 , 1980 ) is an american professional wrestler working for world wrestling entertainment on its smackdown !	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 18-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 26-23 27-24 28-25 29-26		
52:52	armando montelongo - head of montelongo home buyers , and all around ass .	N/A	armando montelongo - head of montelongo home buyers	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7		
53:53	in some cases , the label `` zionist '' is also used improperly as a euphemism for jews in general by those wishing to whitewash anti-semitism ( as in the polish anti-zionist campaign and zionology ) .	N/A	in some cases , the label `` zionist '' is also used as a euphemism for jews in general by apologiests for anti-semitism ( as in the polish anti-zionist campaign and zionology ) .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 21-21 22-20 22-21 23-20 23-21 24-20 24-21 25-22 26-23 27-24 28-25 29-26 30-27 31-28 32-29 33-30 34-31 35-32 36-33		
54:54	yuri mamin ( ; born 8 may 1946 ) is a celebrated soviet and russian film director , stage director , screenwriter , composer , author and television host , honored art worker of the russian federation .	N/A	yuri mamin ( ; born 8 may 1946 ) is a soviet and russian film director , stage director , screenwriter , composer , author and television host , honored art worker of the russian federation .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27 29-28 30-29 31-30 32-31 33-32 34-33 35-34 36-35 37-36		
55:55	a bong ( also water pipe , billy , bubbler , bing , or moof ) is a filtration device/apparatus generally used for smoking cannabis , tobacco , or other herbal substances .	N/A	a bong ( also water pipe , billy , bubbler , bing , or moof ) is a filtration device/apparatus generally used for tobacco , or other herbal substances .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 26-23 27-24 28-25 29-26 30-27 31-28 32-29		
56:56	on april 13 , 2018 , libby was pardoned for his misdeeds related to the plame affair by donald trump .	N/A	on april 13 , 2018 , libby was pardoned by donald trump .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 17-9 18-10 19-11 20-12		
57:57	the former was directed by wiz ( who had previously worked with marilyn manson ) , and was modelled on pier paolo pasolini 's notorious film sal ; an adaptation of the marquis de sade 's the 120 days of sodom .	N/A	the former was directed by wiz ( who had previously worked with marilyn manson ) , and was modelled on pier paolo pasolini 's famous film sal ; an adaptation of the marquis de sade 's the 120 days of sodom .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41		
